order_id,product,quantity_ordered,price_each,order_date,purchase_address,month_name
179320,AA Batteries (4-pack),1,3.839999914169312,2019-04-23 18:18:00,"705 North St, Seattle, WA 98101",April
179321,USB-C Charging Cable,1,11.949999809265137,2019-04-16 14:01:00,"329 Chestnut St, Atlanta, GA 30301",April
179322,USB-C Charging Cable,1,11.949999809265137,2019-11-04 19:44:00,"369 4th St, San Francisco, CA 94016",November
179323,AAA Batteries (4-pack),1,2.990000009536743,2019-04-23 10:52:00,"692 Park St, Seattle, WA 98101",April
179324,Lightning Charging Cable,1,14.949999809265137,2019-02-04 00:25:00,"175 Johnson St, Boston, MA 02215",February
179325,LG Washing Machine,1,600.0,2019-04-17 13:09:00,"314 Jefferson St, Atlanta, GA 30301",April
179326,Lightning Charging Cable,1,14.949999809265137,2019-04-25 11:50:00,"299 Main St, San Francisco, CA 94016",April
179327,Lightning Charging Cable,1,14.949999809265137,2019-05-04 13:14:00,"190 Meadow St, San Francisco, CA 94016",May
179328,Wired Headphones,1,11.989999771118164,2019-01-04 19:19:00,"780 River St, San Francisco, CA 94016",January
179328,AA Batteries (4-pack),1,3.839999914169312,2019-01-04 19:19:00,"780 River St, San Francisco, CA 94016",January
179329,Bose SoundSport Headphones,1,99.98999786376952,2019-04-30 19:48:00,"795 Dogwood St, San Francisco, CA 94016",April
179330,Google Phone,1,600.0,2019-04-16 19:44:00,"33 Lakeview St, Boston, MA 02215",April
179331,20in Monitor,1,109.98999786376952,2019-01-04 15:08:00,"398 Cedar St, Los Angeles, CA 90001",January
179332,Flatscreen TV,1,300.0,2019-04-22 16:56:00,"492 Main St, San Francisco, CA 94016",April
179333,Bose SoundSport Headphones,1,99.98999786376952,2019-08-04 17:41:00,"263 Washington St, New York City, NY 10001",August
179334,iPhone,1,700.0,2019-10-04 23:34:00,"972 Church St, Boston, MA 02215",October
179335,AA Batteries (4-pack),1,3.839999914169312,2019-04-23 19:05:00,"931 8th St, New York City, NY 10001",April
179336,AAA Batteries (4-pack),1,2.990000009536743,2019-04-27 12:20:00,"910 9th St, Seattle, WA 98101",April
179337,Wired Headphones,1,11.989999771118164,2019-01-04 12:15:00,"516 Spruce St, San Francisco, CA 94016",January
179338,USB-C Charging Cable,1,11.949999809265137,2019-06-04 13:46:00,"668 Spruce St, Los Angeles, CA 90001",June
179339,AAA Batteries (4-pack),1,2.990000009536743,2019-04-16 16:04:00,"841 South St, San Francisco, CA 94016",April
179340,Apple Airpods Headphones,1,150.0,2019-04-28 10:37:00,"391 Center St, San Francisco, CA 94016",April
179340,Macbook Pro Laptop,1,1700.0,2019-04-28 10:37:00,"391 Center St, San Francisco, CA 94016",April
179341,Apple Airpods Headphones,1,150.0,2019-04-04 10:09:00,"41 Main St, Boston, MA 02215",April
179342,Lightning Charging Cable,1,14.949999809265137,2019-08-04 19:02:00,"392 14th St, Atlanta, GA 30301",August
179343,Flatscreen TV,1,300.0,2019-04-21 19:33:00,"683 5th St, Dallas, TX 75001",April
179344,USB-C Charging Cable,1,11.949999809265137,2019-04-15 22:17:00,"386 Washington St, Los Angeles, CA 90001",April
179345,Apple Airpods Headphones,1,150.0,2019-04-20 22:04:00,"172 Jackson St, Seattle, WA 98101",April
179346,27in FHD Monitor,1,149.99000549316406,2019-04-27 12:34:00,"155 Jefferson St, Atlanta, GA 30301",April
179347,Bose SoundSport Headphones,1,99.98999786376952,2019-08-04 15:08:00,"528 Lakeview St, Dallas, TX 75001",August
179348,USB-C Charging Cable,1,11.949999809265137,2019-05-04 10:13:00,"173 Cherry St, Atlanta, GA 30301",May
179349,20in Monitor,1,109.98999786376952,2019-07-04 13:51:00,"415 Lakeview St, New York City, NY 10001",July
179350,Wired Headphones,1,11.989999771118164,2019-03-04 21:38:00,"978 Lakeview St, San Francisco, CA 94016",March
179351,27in 4K Gaming Monitor,1,389.989990234375,2019-04-25 17:38:00,"77 Jefferson St, Los Angeles, CA 90001",April
179352,Lightning Charging Cable,1,14.949999809265137,2019-04-14 16:02:00,"288 Jackson St, Los Angeles, CA 90001",April
179353,Wired Headphones,1,11.989999771118164,2019-06-04 18:05:00,"376 1st St, San Francisco, CA 94016",June
179354,USB-C Charging Cable,1,11.949999809265137,2019-04-21 14:11:00,"297 Forest St, New York City, NY 10001",April
179355,27in FHD Monitor,1,149.99000549316406,2019-04-29 17:49:00,"543 River St, Seattle, WA 98101",April
179356,USB-C Charging Cable,2,11.949999809265137,2019-04-17 14:21:00,"23 2nd St, San Francisco, CA 94016",April
179357,USB-C Charging Cable,1,11.949999809265137,2019-01-04 22:28:00,"740 Lakeview St, Dallas, TX 75001",January
179357,Google Phone,1,600.0,2019-01-04 22:28:00,"740 Lakeview St, Dallas, TX 75001",January
179358,AAA Batteries (4-pack),3,2.990000009536743,2019-08-04 20:42:00,"150 Elm St, Boston, MA 02215",August
179359,Wired Headphones,1,11.989999771118164,2019-04-26 18:22:00,"586 Park St, Los Angeles, CA 90001",April
179360,Wired Headphones,1,11.989999771118164,2019-07-04 16:49:00,"306 Cedar St, Atlanta, GA 30301",July
179361,AA Batteries (4-pack),1,3.839999914169312,2019-11-04 16:24:00,"354 Lincoln St, San Francisco, CA 94016",November
179362,AAA Batteries (4-pack),2,2.990000009536743,2019-04-24 12:11:00,"529 North St, Los Angeles, CA 90001",April
179363,AAA Batteries (4-pack),1,2.990000009536743,2019-03-04 10:13:00,"307 Main St, Los Angeles, CA 90001",March
179364,AA Batteries (4-pack),1,3.839999914169312,2019-04-26 19:04:00,"802 Adams St, New York City, NY 10001",April
179365,AA Batteries (4-pack),2,3.839999914169312,2019-07-04 21:30:00,"645 Walnut St, New York City, NY 10001",July
179366,27in FHD Monitor,1,149.99000549316406,2019-11-04 21:04:00,"203 Forest St, San Francisco, CA 94016",November
179367,AAA Batteries (4-pack),3,2.990000009536743,2019-03-04 16:01:00,"245 6th St, San Francisco, CA 94016",March
179368,Google Phone,1,600.0,2019-04-13 01:43:00,"132 Maple St, Los Angeles, CA 90001",April
179369,ThinkPad Laptop,1,999.989990234375,2019-03-04 23:57:00,"896 North St, Boston, MA 02215",March
179370,Lightning Charging Cable,1,14.949999809265137,2019-04-18 20:35:00,"850 Lincoln St, San Francisco, CA 94016",April
179371,Wired Headphones,1,11.989999771118164,2019-04-23 14:35:00,"243 Willow St, Los Angeles, CA 90001",April
179372,Google Phone,1,600.0,2019-04-17 20:46:00,"215 10th St, San Francisco, CA 94016",April
179373,iPhone,1,700.0,2019-04-18 12:08:00,"495 1st St, Atlanta, GA 30301",April
179374,Wired Headphones,1,11.989999771118164,2019-04-17 18:51:00,"837 Main St, San Francisco, CA 94016",April
179375,AAA Batteries (4-pack),1,2.990000009536743,2019-04-13 15:27:00,"816 6th St, Seattle, WA 98101",April
179376,AA Batteries (4-pack),1,3.839999914169312,2019-04-22 19:30:00,"919 Dogwood St, Seattle, WA 98101",April
179377,USB-C Charging Cable,1,11.949999809265137,2019-04-18 19:29:00,"830 8th St, Los Angeles, CA 90001",April
179377,AA Batteries (4-pack),1,3.839999914169312,2019-04-18 19:29:00,"830 8th St, Los Angeles, CA 90001",April
179378,AA Batteries (4-pack),1,3.839999914169312,2019-09-04 10:30:00,"737 Chestnut St, Dallas, TX 75001",September
179379,Google Phone,1,600.0,2019-12-04 15:28:00,"288 Washington St, Los Angeles, CA 90001",December
179379,Bose SoundSport Headphones,1,99.98999786376952,2019-12-04 15:28:00,"288 Washington St, Los Angeles, CA 90001",December
179380,Apple Airpods Headphones,1,150.0,2019-07-04 04:37:00,"366 Forest St, Los Angeles, CA 90001",July
179381,Lightning Charging Cable,1,14.949999809265137,2019-04-29 16:22:00,"542 7th St, Portland, OR 97035",April
179382,Apple Airpods Headphones,1,150.0,2019-11-04 14:58:00,"372 Adams St, San Francisco, CA 94016",November
179383,AA Batteries (4-pack),1,3.839999914169312,2019-04-14 16:50:00,"101 Chestnut St, New York City, NY 10001",April
179384,AAA Batteries (4-pack),5,2.990000009536743,2019-04-21 05:05:00,"903 Madison St, Atlanta, GA 30301",April
179385,Lightning Charging Cable,1,14.949999809265137,2019-02-04 22:40:00,"617 Center St, Boston, MA 02215",February
179386,Apple Airpods Headphones,1,150.0,2019-04-15 07:01:00,"834 Ridge St, New York City, NY 10001",April
179387,Bose SoundSport Headphones,1,99.98999786376952,2019-04-22 22:32:00,"472 Church St, Austin, TX 73301",April
179388,iPhone,1,700.0,2019-04-24 10:22:00,"767 Hickory St, New York City, NY 10001",April
179389,34in Ultrawide Monitor,1,379.989990234375,2019-04-25 20:04:00,"718 13th St, Los Angeles, CA 90001",April
179390,AA Batteries (4-pack),1,3.839999914169312,2019-04-21 14:13:00,"263 South St, Seattle, WA 98101",April
179391,Bose SoundSport Headphones,1,99.98999786376952,2019-04-18 00:47:00,"489 1st St, New York City, NY 10001",April
179392,AAA Batteries (4-pack),1,2.990000009536743,2019-03-04 16:05:00,"383 Wilson St, Seattle, WA 98101",March
179393,AAA Batteries (4-pack),3,2.990000009536743,2019-04-14 10:39:00,"833 Madison St, Boston, MA 02215",April
179394,Bose SoundSport Headphones,1,99.98999786376952,2019-10-04 14:29:00,"601 Cherry St, Boston, MA 02215",October
179395,Lightning Charging Cable,1,14.949999809265137,2019-04-15 17:23:00,"178 Johnson St, San Francisco, CA 94016",April
179396,AAA Batteries (4-pack),1,2.990000009536743,2019-04-22 15:51:00,"485 6th St, Los Angeles, CA 90001",April
179397,Bose SoundSport Headphones,1,99.98999786376952,2019-04-19 12:19:00,"1 6th St, Los Angeles, CA 90001",April
179398,AAA Batteries (4-pack),1,2.990000009536743,2019-06-04 09:33:00,"238 Sunset St, Los Angeles, CA 90001",June
179399,AA Batteries (4-pack),2,3.839999914169312,2019-04-15 20:13:00,"588 Cherry St, San Francisco, CA 94016",April
179400,Macbook Pro Laptop,1,1700.0,2019-09-04 07:05:00,"959 Main St, Atlanta, GA 30301",September
179401,USB-C Charging Cable,1,11.949999809265137,2019-04-14 19:41:00,"485 11th St, Los Angeles, CA 90001",April
179402,27in 4K Gaming Monitor,1,389.989990234375,2019-08-04 12:12:00,"910 Cedar St, Seattle, WA 98101",August
179403,AA Batteries (4-pack),1,3.839999914169312,2019-04-16 08:18:00,"116 Walnut St, Austin, TX 73301",April
179404,Bose SoundSport Headphones,1,99.98999786376952,2019-04-26 10:47:00,"119 Cedar St, New York City, NY 10001",April
179405,Bose SoundSport Headphones,1,99.98999786376952,2019-04-23 13:03:00,"211 Cedar St, Dallas, TX 75001",April
179406,Google Phone,1,600.0,2019-01-04 14:06:00,"331 14th St, Los Angeles, CA 90001",January
179407,Wired Headphones,1,11.989999771118164,2019-04-16 19:13:00,"546 Cherry St, San Francisco, CA 94016",April
179408,USB-C Charging Cable,1,11.949999809265137,2019-11-04 20:43:00,"213 Dogwood St, San Francisco, CA 94016",November
179409,34in Ultrawide Monitor,1,379.989990234375,2019-04-24 13:40:00,"325 8th St, San Francisco, CA 94016",April
179410,AAA Batteries (4-pack),1,2.990000009536743,2019-02-04 12:09:00,"365 Walnut St, Portland, OR 97035",February
179411,34in Ultrawide Monitor,1,379.989990234375,2019-04-22 09:02:00,"996 Lake St, Los Angeles, CA 90001",April
179412,Google Phone,1,600.0,2019-09-04 10:53:00,"963 Center St, San Francisco, CA 94016",September
179413,AAA Batteries (4-pack),2,2.990000009536743,2019-04-28 13:10:00,"226 6th St, Portland, ME 04101",April
179414,AAA Batteries (4-pack),2,2.990000009536743,2019-10-04 18:54:00,"994 Cherry St, Atlanta, GA 30301",October
179415,Macbook Pro Laptop,1,1700.0,2019-12-04 16:56:00,"645 West St, New York City, NY 10001",December
179416,AAA Batteries (4-pack),2,2.990000009536743,2019-11-04 23:04:00,"476 7th St, New York City, NY 10001",November
179417,Macbook Pro Laptop,1,1700.0,2019-04-23 19:23:00,"9 North St, Seattle, WA 98101",April
179418,iPhone,1,700.0,2019-04-21 18:17:00,"615 5th St, Atlanta, GA 30301",April
179419,Wired Headphones,1,11.989999771118164,2019-09-04 17:20:00,"247 Spruce St, San Francisco, CA 94016",September
179420,Wired Headphones,1,11.989999771118164,2019-08-04 20:12:00,"410 Wilson St, Los Angeles, CA 90001",August
179421,Google Phone,1,600.0,2019-04-25 19:04:00,"532 Pine St, Austin, TX 73301",April
179422,Wired Headphones,1,11.989999771118164,2019-04-28 18:32:00,"451 4th St, New York City, NY 10001",April
179423,Flatscreen TV,1,300.0,2019-04-25 16:58:00,"879 Hill St, Austin, TX 73301",April
179424,Bose SoundSport Headphones,1,99.98999786376952,2019-04-19 15:19:00,"378 Hickory St, Boston, MA 02215",April
179425,AA Batteries (4-pack),1,3.839999914169312,2019-04-26 17:00:00,"568 Highland St, Los Angeles, CA 90001",April
179426,ThinkPad Laptop,1,999.989990234375,2019-04-24 21:30:00,"760 West St, New York City, NY 10001",April
179427,Lightning Charging Cable,2,14.949999809265137,2019-04-29 16:14:00,"524 10th St, Boston, MA 02215",April
179428,Lightning Charging Cable,1,14.949999809265137,2019-04-16 21:46:00,"64 Lincoln St, Portland, ME 04101",April
179429,Lightning Charging Cable,1,14.949999809265137,2019-04-28 10:52:00,"949 Washington St, San Francisco, CA 94016",April
179430,AAA Batteries (4-pack),1,2.990000009536743,2019-04-29 18:46:00,"772 11th St, Portland, OR 97035",April
179431,AA Batteries (4-pack),1,3.839999914169312,2019-04-14 07:59:00,"360 Hickory St, San Francisco, CA 94016",April
179432,Apple Airpods Headphones,1,150.0,2019-04-29 11:04:00,"80 Hill St, Seattle, WA 98101",April
179433,Apple Airpods Headphones,1,150.0,2019-04-22 18:54:00,"878 Church St, Boston, MA 02215",April
179434,Macbook Pro Laptop,1,1700.0,2019-04-24 14:26:00,"263 Washington St, New York City, NY 10001",April
179434,20in Monitor,1,109.98999786376952,2019-04-24 14:26:00,"263 Washington St, New York City, NY 10001",April
179435,LG Washing Machine,1,600.0,2019-04-21 16:50:00,"398 Sunset St, Los Angeles, CA 90001",April
179436,Lightning Charging Cable,1,14.949999809265137,2019-11-04 15:12:00,"894 Adams St, Los Angeles, CA 90001",November
179437,34in Ultrawide Monitor,1,379.989990234375,2019-04-27 21:26:00,"439 1st St, Austin, TX 73301",April
179438,iPhone,1,700.0,2019-04-14 19:16:00,"31 Walnut St, San Francisco, CA 94016",April
179439,AAA Batteries (4-pack),2,2.990000009536743,2019-04-28 17:34:00,"24 Lincoln St, Dallas, TX 75001",April
179440,Lightning Charging Cable,1,14.949999809265137,2019-04-24 14:28:00,"521 North St, Seattle, WA 98101",April
179441,USB-C Charging Cable,1,11.949999809265137,2019-09-04 22:02:00,"342 12th St, San Francisco, CA 94016",September
179442,Wired Headphones,1,11.989999771118164,2019-04-20 15:16:00,"642 Cedar St, Boston, MA 02215",April
179443,27in 4K Gaming Monitor,1,389.989990234375,2019-04-28 13:52:00,"265 Jefferson St, Los Angeles, CA 90001",April
179444,Wired Headphones,1,11.989999771118164,2019-11-04 22:28:00,"396 12th St, Boston, MA 02215",November
179445,Bose SoundSport Headphones,1,99.98999786376952,2019-04-16 12:55:00,"100 Lakeview St, San Francisco, CA 94016",April
179446,AAA Batteries (4-pack),3,2.990000009536743,2019-04-28 10:47:00,"52 Cherry St, Los Angeles, CA 90001",April
179447,Wired Headphones,1,11.989999771118164,2019-04-14 21:46:00,"349 10th St, Dallas, TX 75001",April
179448,Lightning Charging Cable,1,14.949999809265137,2019-04-24 10:52:00,"397 1st St, New York City, NY 10001",April
179449,Wired Headphones,1,11.989999771118164,2019-08-04 16:03:00,"903 Chestnut St, New York City, NY 10001",August
179450,Lightning Charging Cable,1,14.949999809265137,2019-04-28 21:47:00,"752 Center St, Los Angeles, CA 90001",April
179451,AAA Batteries (4-pack),1,2.990000009536743,2019-04-28 14:38:00,"284 Hickory St, San Francisco, CA 94016",April
179452,AAA Batteries (4-pack),1,2.990000009536743,2019-04-30 11:27:00,"547 Walnut St, Los Angeles, CA 90001",April
179453,iPhone,1,700.0,2019-04-19 15:18:00,"644 Chestnut St, Austin, TX 73301",April
179453,Wired Headphones,1,11.989999771118164,2019-04-19 15:18:00,"644 Chestnut St, Austin, TX 73301",April
179454,Wired Headphones,1,11.989999771118164,2019-01-04 09:48:00,"310 11th St, New York City, NY 10001",January
179455,USB-C Charging Cable,1,11.949999809265137,2019-04-17 03:50:00,"295 13th St, Dallas, TX 75001",April
179456,AA Batteries (4-pack),1,3.839999914169312,2019-04-26 13:35:00,"138 Ridge St, Atlanta, GA 30301",April
179457,Apple Airpods Headphones,1,150.0,2019-04-19 14:20:00,"584 Elm St, San Francisco, CA 94016",April
179458,Apple Airpods Headphones,1,150.0,2019-04-30 11:24:00,"290 4th St, Austin, TX 73301",April
179459,Wired Headphones,1,11.989999771118164,2019-04-27 14:46:00,"435 Hill St, Dallas, TX 75001",April
179460,Lightning Charging Cable,1,14.949999809265137,2019-04-23 17:46:00,"182 Dogwood St, Atlanta, GA 30301",April
179461,Bose SoundSport Headphones,1,99.98999786376952,2019-09-04 11:32:00,"902 Lakeview St, New York City, NY 10001",September
179462,AAA Batteries (4-pack),1,2.990000009536743,2019-04-22 12:38:00,"790 5th St, Seattle, WA 98101",April
179463,Apple Airpods Headphones,1,150.0,2019-04-18 18:44:00,"41 Adams St, New York City, NY 10001",April
179464,Wired Headphones,2,11.989999771118164,2019-09-04 09:01:00,"354 Highland St, Portland, OR 97035",September
179465,34in Ultrawide Monitor,1,379.989990234375,2019-04-25 14:33:00,"804 Cedar St, Seattle, WA 98101",April
179466,Bose SoundSport Headphones,1,99.98999786376952,2019-11-04 23:01:00,"646 13th St, Austin, TX 73301",November
179467,Bose SoundSport Headphones,1,99.98999786376952,2019-04-17 08:33:00,"910 River St, Atlanta, GA 30301",April
179468,Google Phone,1,600.0,2019-04-04 13:52:00,"9 2nd St, San Francisco, CA 94016",April
179469,AA Batteries (4-pack),3,3.839999914169312,2019-04-04 17:53:00,"81 South St, Los Angeles, CA 90001",April
179470,AA Batteries (4-pack),2,3.839999914169312,2019-04-16 11:31:00,"833 Spruce St, Los Angeles, CA 90001",April
179471,34in Ultrawide Monitor,1,379.989990234375,2019-04-13 13:19:00,"245 Hill St, Dallas, TX 75001",April
179472,Apple Airpods Headphones,1,150.0,2019-04-16 22:28:00,"190 4th St, Boston, MA 02215",April
179473,Bose SoundSport Headphones,1,99.98999786376952,2019-04-24 03:25:00,"102 Wilson St, Atlanta, GA 30301",April
179474,USB-C Charging Cable,2,11.949999809265137,2019-10-04 11:50:00,"84 10th St, Portland, ME 04101",October
179475,Google Phone,1,600.0,2019-04-19 02:20:00,"814 Jackson St, Los Angeles, CA 90001",April
179476,USB-C Charging Cable,1,11.949999809265137,2019-04-14 18:55:00,"879 Center St, Los Angeles, CA 90001",April
179477,AAA Batteries (4-pack),1,2.990000009536743,2019-06-04 16:38:00,"532 12th St, New York City, NY 10001",June
179478,20in Monitor,1,109.98999786376952,2019-04-15 08:11:00,"388 Wilson St, Los Angeles, CA 90001",April
179479,Flatscreen TV,1,300.0,2019-06-04 11:13:00,"351 14th St, San Francisco, CA 94016",June
179480,LG Dryer,1,600.0,2019-04-13 11:49:00,"503 Lake St, Los Angeles, CA 90001",April
179481,Bose SoundSport Headphones,1,99.98999786376952,2019-04-16 16:33:00,"23 5th St, Los Angeles, CA 90001",April
179482,Apple Airpods Headphones,1,150.0,2019-04-30 09:36:00,"331 Church St, Los Angeles, CA 90001",April
179483,AAA Batteries (4-pack),1,2.990000009536743,2019-04-23 11:22:00,"385 Willow St, Seattle, WA 98101",April
179484,USB-C Charging Cable,1,11.949999809265137,2019-04-28 22:17:00,"545 Cedar St, Boston, MA 02215",April
179485,Vareebadd Phone,1,400.0,2019-04-30 11:29:00,"393 Cedar St, Dallas, TX 75001",April
179485,USB-C Charging Cable,1,11.949999809265137,2019-04-30 11:29:00,"393 Cedar St, Dallas, TX 75001",April
179486,34in Ultrawide Monitor,1,379.989990234375,2019-09-04 20:15:00,"577 Center St, San Francisco, CA 94016",September
179487,Bose SoundSport Headphones,1,99.98999786376952,2019-04-19 20:34:00,"966 Ridge St, Dallas, TX 75001",April
179488,Lightning Charging Cable,1,14.949999809265137,2019-04-29 13:33:00,"39 Madison St, Portland, OR 97035",April
179489,USB-C Charging Cable,1,11.949999809265137,2019-04-24 21:25:00,"940 River St, Dallas, TX 75001",April
179490,USB-C Charging Cable,1,11.949999809265137,2019-12-04 22:10:00,"384 Ridge St, San Francisco, CA 94016",December
179491,LG Dryer,1,600.0,2019-10-04 08:55:00,"291 6th St, Los Angeles, CA 90001",October
179492,Lightning Charging Cable,1,14.949999809265137,2019-04-17 17:58:00,"42 Church St, San Francisco, CA 94016",April
179493,Apple Airpods Headphones,1,150.0,2019-12-04 17:44:00,"972 Ridge St, New York City, NY 10001",December
179494,Wired Headphones,2,11.989999771118164,2019-04-14 15:38:00,"328 11th St, New York City, NY 10001",April
179495,AA Batteries (4-pack),1,3.839999914169312,2019-04-14 22:50:00,"66 2nd St, Austin, TX 73301",April
179496,iPhone,1,700.0,2019-04-21 07:26:00,"796 Madison St, Portland, OR 97035",April
179497,USB-C Charging Cable,1,11.949999809265137,2019-04-27 06:34:00,"165 Wilson St, Portland, ME 04101",April
179498,Flatscreen TV,1,300.0,2019-04-17 19:20:00,"36 Cherry St, Boston, MA 02215",April
179499,USB-C Charging Cable,1,11.949999809265137,2019-09-04 15:52:00,"707 7th St, New York City, NY 10001",September
179500,Macbook Pro Laptop,1,1700.0,2019-12-04 22:19:00,"687 6th St, San Francisco, CA 94016",December
179501,Apple Airpods Headphones,1,150.0,2019-06-04 23:59:00,"515 Dogwood St, Los Angeles, CA 90001",June
179502,LG Dryer,1,600.0,2019-06-04 19:06:00,"538 Cedar St, San Francisco, CA 94016",June
179503,27in FHD Monitor,1,149.99000549316406,2019-04-14 16:43:00,"789 Hickory St, Dallas, TX 75001",April
179504,AAA Batteries (4-pack),1,2.990000009536743,2019-01-04 17:31:00,"116 Lake St, Dallas, TX 75001",January
179505,Flatscreen TV,1,300.0,2019-04-25 18:21:00,"561 Willow St, San Francisco, CA 94016",April
179506,Apple Airpods Headphones,1,150.0,2019-04-18 09:43:00,"619 Adams St, San Francisco, CA 94016",April
179507,Flatscreen TV,1,300.0,2019-06-04 21:56:00,"449 6th St, Los Angeles, CA 90001",June
179508,Wired Headphones,1,11.989999771118164,2019-04-26 07:36:00,"381 Sunset St, Los Angeles, CA 90001",April
179509,Apple Airpods Headphones,1,150.0,2019-04-15 13:04:00,"86 Lake St, Boston, MA 02215",April
179510,AA Batteries (4-pack),1,3.839999914169312,2019-04-27 00:21:00,"790 Willow St, San Francisco, CA 94016",April
179511,AA Batteries (4-pack),1,3.839999914169312,2019-02-04 00:31:00,"958 Lake St, Boston, MA 02215",February
179512,Wired Headphones,1,11.989999771118164,2019-04-13 21:03:00,"251 Center St, Austin, TX 73301",April
179513,Macbook Pro Laptop,1,1700.0,2019-01-04 23:41:00,"483 Jackson St, Los Angeles, CA 90001",January
179514,Google Phone,1,600.0,2019-04-26 16:05:00,"743 South St, Dallas, TX 75001",April
179514,USB-C Charging Cable,1,11.949999809265137,2019-04-26 16:05:00,"743 South St, Dallas, TX 75001",April
179515,27in FHD Monitor,1,149.99000549316406,2019-01-04 21:13:00,"600 Sunset St, San Francisco, CA 94016",January
179516,AAA Batteries (4-pack),1,2.990000009536743,2019-11-04 07:35:00,"997 7th St, San Francisco, CA 94016",November
179517,27in 4K Gaming Monitor,1,389.989990234375,2019-04-13 21:24:00,"103 Jackson St, San Francisco, CA 94016",April
179518,USB-C Charging Cable,1,11.949999809265137,2019-01-04 19:23:00,"894 Cedar St, San Francisco, CA 94016",January
179519,Lightning Charging Cable,1,14.949999809265137,2019-04-23 09:47:00,"336 Maple St, San Francisco, CA 94016",April
179520,Apple Airpods Headphones,1,150.0,2019-04-23 02:58:00,"18 Jefferson St, Boston, MA 02215",April
179521,Google Phone,1,600.0,2019-04-24 19:12:00,"450 Walnut St, Dallas, TX 75001",April
179522,Wired Headphones,1,11.989999771118164,2019-04-16 11:05:00,"218 Jefferson St, New York City, NY 10001",April
179523,USB-C Charging Cable,1,11.949999809265137,2019-11-04 19:57:00,"722 10th St, Dallas, TX 75001",November
179524,Lightning Charging Cable,1,14.949999809265137,2019-04-19 13:22:00,"215 Cherry St, Boston, MA 02215",April
179525,27in FHD Monitor,1,149.99000549316406,2019-04-20 22:51:00,"536 8th St, San Francisco, CA 94016",April
179526,AAA Batteries (4-pack),2,2.990000009536743,2019-04-21 16:47:00,"420 Lakeview St, Boston, MA 02215",April
179527,27in FHD Monitor,1,149.99000549316406,2019-04-18 18:53:00,"356 Meadow St, San Francisco, CA 94016",April
179528,27in FHD Monitor,1,149.99000549316406,2019-04-15 17:23:00,"274 9th St, San Francisco, CA 94016",April
179529,34in Ultrawide Monitor,1,379.989990234375,2019-04-21 17:08:00,"295 13th St, San Francisco, CA 94016",April
179530,Google Phone,1,600.0,2019-03-04 17:32:00,"854 Wilson St, San Francisco, CA 94016",March
179530,USB-C Charging Cable,1,11.949999809265137,2019-03-04 17:32:00,"854 Wilson St, San Francisco, CA 94016",March
179531,Apple Airpods Headphones,1,150.0,2019-12-04 21:53:00,"917 2nd St, Seattle, WA 98101",December
179532,Lightning Charging Cable,1,14.949999809265137,2019-10-04 12:51:00,"228 South St, Dallas, TX 75001",October
179533,USB-C Charging Cable,1,11.949999809265137,2019-04-20 14:05:00,"803 Willow St, Portland, ME 04101",April
179534,AA Batteries (4-pack),1,3.839999914169312,2019-04-15 11:14:00,"2 Church St, Portland, OR 97035",April
179535,20in Monitor,1,109.98999786376952,2019-04-13 17:47:00,"255 West St, Boston, MA 02215",April
179536,USB-C Charging Cable,1,11.949999809265137,2019-04-27 08:42:00,"964 Cedar St, San Francisco, CA 94016",April
179537,27in FHD Monitor,1,149.99000549316406,2019-04-29 18:07:00,"349 Sunset St, New York City, NY 10001",April
179538,Vareebadd Phone,1,400.0,2019-04-04 20:48:00,"219 Hickory St, New York City, NY 10001",April
179538,Bose SoundSport Headphones,1,99.98999786376952,2019-04-04 20:48:00,"219 Hickory St, New York City, NY 10001",April
179539,27in FHD Monitor,1,149.99000549316406,2019-04-27 17:42:00,"398 Cedar St, New York City, NY 10001",April
179540,iPhone,1,700.0,2019-11-04 12:53:00,"488 Hill St, Austin, TX 73301",November
179540,Lightning Charging Cable,1,14.949999809265137,2019-11-04 12:53:00,"488 Hill St, Austin, TX 73301",November
179541,Bose SoundSport Headphones,1,99.98999786376952,2019-04-27 12:54:00,"532 South St, Seattle, WA 98101",April
179542,Bose SoundSport Headphones,1,99.98999786376952,2019-04-24 01:38:00,"212 South St, Seattle, WA 98101",April
179543,Wired Headphones,1,11.989999771118164,2019-04-04 11:47:00,"417 Jackson St, San Francisco, CA 94016",April
179544,Flatscreen TV,1,300.0,2019-03-04 16:22:00,"791 Pine St, San Francisco, CA 94016",March
179544,Wired Headphones,1,11.989999771118164,2019-03-04 16:22:00,"791 Pine St, San Francisco, CA 94016",March
179545,AAA Batteries (4-pack),1,2.990000009536743,2019-10-04 11:07:00,"540 Jackson St, Los Angeles, CA 90001",October
179546,Apple Airpods Headphones,1,150.0,2019-04-25 20:17:00,"260 2nd St, Dallas, TX 75001",April
179547,27in FHD Monitor,1,149.99000549316406,2019-04-28 03:45:00,"773 9th St, Dallas, TX 75001",April
179548,AAA Batteries (4-pack),1,2.990000009536743,2019-04-19 09:46:00,"41 Maple St, San Francisco, CA 94016",April
179549,Lightning Charging Cable,1,14.949999809265137,2019-02-04 15:35:00,"581 Adams St, Atlanta, GA 30301",February
179550,ThinkPad Laptop,1,999.989990234375,2019-07-04 12:48:00,"56 Willow St, New York City, NY 10001",July
